YAL064C-A_YBL066C,1
YAL064C-A_YBL021C,1
YAL064C-A_YBL020W,1
YAL064C-A_YBR024W,1
YAL064C-A_YBR156C,1
YAL064C-A_YBR157C,1
YAL063C_YBL106C,1
YAL063C_YBL105C,1
YAL063C_YBL104C,1
YAL063C_YBL093C,1
YAL063C_YBL085W,1
YAL063C_YBL070C,1
YAL063C_YBL069W,1
YAL063C_YBL046W,1
YAL063C_YBL042C,1
YAL063C_YBL037W,1
YAL063C_YBL036C,1
YAL063C_YBL017C,1
YAL063C_YBL017C,1
YAL063C_YBR004C,1
YAL063C_YBR005W,1
YAL063C_YBR015C,1
YAL063C_YBR024W,1
YAL063C_YBR054W,1
YAL063C_YBR055C,1
YAL063C_YBR067C,1
YAL063C_YBR071W,1
YAL063C_YBR084W,1
YAL063C_YBR109C,1
YAL063C_YBR110W,1
YAL063C_YBR184W,1
YAL063C_YBR200W,1
YAL063C_YBR212W,1
YAL063C_YBR253W,1
YAL063C_YBR254C,1
YAL063C_YBR291C,1
YAL063C_YBR292C,1
YAL062W_YBL107C,1
YAL062W_YBL106C,1
YAL062W_YBL104C,1
YAL062W_YBL088C,1
YAL062W_YBL080C,1
YAL062W_YBL075C,1
YAL062W_YBL074C,1
YAL062W_YBL070C,1
YAL062W_YBL069W,1
YAL062W_YBL066C,1
YAL062W_YBL051C,1
YAL062W_YBL032W,1
YAL062W_YBL023C,1
YAL062W_YBL022C,1
YAL062W_YBL020W,1
YAL062W_YBL019W,1
YAL062W_YBL017C,1
YAL062W_YBL017C,1
YAL062W_YBL016W,1
YAL062W_YBL007C,1
YAL062W_YBR004C,1
YAL062W_YBR005W,1
YAL062W_YBR007C,1
YAL062W_YBR012C,1
YAL062W_YBR015C,1
YAL062W_YBR017C,1
YAL062W_YBR019C,1
YAL062W_YBR020W,1
YAL062W_YBR024W,1
YAL062W_YBR032W,1
YAL062W_YBR033W,1
YAL062W_YBR034C,1
YAL062W_YBR050C,1
YAL062W_YBR080C,1
YAL062W_YBR086C,1
YAL062W_YBR115C,1
YAL062W_YBR116C,1
YAL062W_YBR117C,1
YAL062W_YBR123C,1
YAL062W_YBR124W,1
YAL062W_YBR125C,1
YAL062W_YBR186W,1
YAL062W_YBR187W,1
YAL062W_YBR202W,1
YAL062W_YBR263W,1
YAL062W_YBR264C,1
YAL062W_YBR287W,1
YAL062W_YBR288C,1
YAL062W_YBR291C,1
YAL062W_YBR292C,1
YAL062W_YBR296C,1
YAL053W_YBL104C,1
YAL053W_YBL104C,1
YAL053W_YBL097W,1
YAL053W_YBL096C,1
YAL053W_YBL095W,1
YAL053W_YBL094C,1
YAL053W_YBL093C,1
YAL053W_YBL075C,1
YAL053W_YBL074C,1
YAL053W_YBL070C,1
YAL053W_YBL069W,1
YAL053W_YBL067C,1
YAL053W_YBL066C,1
YAL053W_YBL054W,1
YAL053W_YBL051C,1
YAL053W_YBL046W,1
YAL053W_YBL034C,1
YAL053W_YBL032W,1
YAL053W_YBL025W,1
YAL053W_YBL023C,1
YAL053W_YBL022C,1
YAL053W_YBL021C,1
YAL053W_YBL020W,1
YAL053W_YBL020W,1
YAL053W_YBL019W,1
YAL053W_YBL017C,1
YAL053W_YBL017C,1
YAL053W_YBL016W,1
YAL053W_YBL011W,1
